review_id,location_id,hotel_name,city,review,rating,ground_truth_sentiment
1014179680,11953119,Nh Collection Colombo,Colombo,great semina schedule 10 days nhcollection training conducted preparing training center coffee break lunch ravindra udeesha prepared everything without hitch checked every time see anything lacking kind competent employee ganguli gaveen responded kindly lobby hotel satisfied wanted come back next time,5,1
1014179115,11953119,Nh Collection Colombo,Colombo,kind staff nice room reception desk ganguli gaveen rigi room ravindra udeesha staff helped us much could relax enjoy comfortably stay hotel room condition always best thank making pleasant comfortable journey,5,1
1014073660,11953119,Nh Collection Colombo,Colombo,class nh collection colombo transit maldives stopped night tour sri lanka impressed ease check staff friendly efficient rooms immaculate sky bar missed ate dinner buffet 4th floor seen believed wonderful food exceptional service happy staff make pleasant experience great work highly recommend place thanks,5,1
1014015936,11953119,Nh Collection Colombo,Colombo,best collection nh collection amazing experience new face nh collection food hospitality staff nice ms vinitha vavuniya staff fd section smile welcome good hospitality taste food staffs good sweet girl sweet section pretty treat friendly nice environment hotel 5 days,5,1
1013982765,11953119,Nh Collection Colombo,Colombo,excellence hotel great relaxing place great ambiance good tasty food helpful staff always smile specially samadhi ayu great place lovely staff tharusha thinal tharinsa amazing hospitality overall good experience,5,1
1013976843,11953119,Nh Collection Colombo,Colombo,wonderful work rooms clean good variety food ayu beautiful atmosphere loved hotel staff friendly excellent service provided team wonderful stay im nps bq staff great job enjoyed coffee break thanks samadhi warm hospitality overall great experience nh collection colombo planning training programs future,5,1
1013892343,11953119,Nh Collection Colombo,Colombo,hotel nh collection pleasant stay hotel rooms clean wellmaintained equipped necessary amenities staff courteous always willing help especially ms ganguli ms madusha mr sanith made overall experience comfortable location convenient,5,1
1013874785,11953119,Nh Collection Colombo,Colombo,good experience centre city good property staff cooperative ganguli helped us checkin checkout cooperative understanding,5,1
1013865945,11953119,Nh Collection Colombo,Colombo,great place excellent hotel extremely clean tidy good food great service meeting ffacilities also excellent truly wonderful stay hotel staff warm welcoming incredibly professional especially samadhithanks excellent hospitality,5,1
1013864132,11953119,Nh Collection Colombo,Colombo,excellent time excellent service ayu really enjoyed spread ayu nps lovely staff extraordinary service provided team thanks samadhi anuruddha vishnu tharusha thanks chef namal team thank u much excellent customer serive value money,5,1
1013580915,11953119,Nh Collection Colombo,Colombo,one best hotel colombo exceptional stay nh collection rooms spotless service warm professional location perfect truly blend comfort elegance highly recommended,5,1
1013577460,11953119,Nh Collection Colombo,Colombo,amazing staff experience prasadi ganguli offered best service every staff encountered homey welcoming truly enjoyed stay tharun also helped make sure accomodation requests would highly recommend,5,1
1013561310,11953119,Nh Collection Colombo,Colombo,dont complaint restaurant food cold otherwise rest manager ruan shout subject formal complaint restaurant manager ruan unacceptable conduct toward guest dear hotelrestaurant name management writing formally lodge serious complaint regarding unacceptable incident occurred recent visit restaurant extremely disappointed shocked behavior restaurant manager mr ruan whose conduct unprofessional also deeply disrespectful meal noticed food served buffet consistently cold one item every dish sampled paying guest felt well within reason bring matter staffs attention expectation would addressed politely professionally absolute dismay raised concern mr ruan immediate response raise voice shout front guests remained calm reminded appropriate way speak customer asked raise voice questioned kind conduct reflected hotels standards instead correcting behavior continued argue speak aggressive disrespectful tone escalation left deeply embarrassed uncomfortable one point ask leave meal entirely intended continue behavior confrontational eventually chef mr anuruddha intervened appropriately scolded mr ruan behavior point finally left scene appreciate chef anuruddhas attempt deescalate situation overall experience left lasting negative impression came establishment expecting hospitality hostility would like ask actions taken mr ruan incident steps taken ensure guest treated like future strongly urge management provide immediate retraining take disciplinary action mr ruan guest ever shouted humiliated raising legitimate concern especially hospitality setting incident significantly impacted view establishment hope take matter seriously respond accordingly,1,-1
1016580054,27363339,Sofia Colombo City Hotel,Colombo,fantastic stay outstanding service wonderful experience sofia city hotel colombo rooms clean comfortable location super convenient really stood serviceespecially kalpana went beyond make sure everything perfect friendly helpful genuinely caring highly recommend would definitely stay,5,1
1016578553,27363339,Sofia Colombo City Hotel,Colombo,hotel clean staff polite helpful bedroom comfortable clean well furnished room attendant roshan professional courteous good job,5,1
1016466073,27363339,Sofia Colombo City Hotel,Colombo,roshans excellent housekeeping stayed sofia colombo city hotel pleasant experience staff warm helpful really made stay comfortable special mention roshan housekeeping excellent always going beyond keep room clean tidy tell takes pride work breakfast decent id give 7 10 food tasted good werent many options one morning cheese served ice cold another day slightly burnt oneoff issues hotel overall clean comfortable wellmaintained friendly staff roshans exceptional service really made experience memorable would stay,4,1
1016430993,27363339,Sofia Colombo City Hotel,Colombo,stay house keeping guy dilip real game infact whole staff friendly welcoming makes ur day enjoying,5,1
1016427875,27363339,Sofia Colombo City Hotel,Colombo,housekeeping im staying hotel colombo family want share appreciation shalik housekeeping team provided truly outstanding service stay always friendly helpful attentive every detail made sure room spotless comfortable every day went beyond make family feel home thank shalik excellent hospitality making stay pleasant people like make big difference,5,1
1016315917,27363339,Sofia Colombo City Hotel,Colombo,hotel sofia stay stayed week room good size comfortable special shout room attendant shalika ensured room always good condition hotel wifi connection intermittent,4,1
1016168954,27363339,Sofia Colombo City Hotel,Colombo,amazing service coming high tea several yearsthe food delicious staff gave us really good service highly recommend family couples anyone enjoy loving,5,1
1016118196,27363339,Sofia Colombo City Hotel,Colombo,excellent f b service comfortable cleanevery morning well dusted placed enough pillows two people mattress comfy big enough room moveexcellent service staff mdm kalpana professional friendly helpful,5,1
1016070116,27363339,Sofia Colombo City Hotel,Colombo,best room service sanjaya sanjaya one best room services ever seen rooms clean daily serviced hotel good location,5,1
1016048035,27363339,Sofia Colombo City Hotel,Colombo,great hotel sofia colombo city hotel great attractive rooftop pool beautiful staff amazing helpful especially dinithi reception really kind helpful greeted us nicely politely come back sri lanka stay hotel,5,1
1016025348,27363339,Sofia Colombo City Hotel,Colombo,lovely property amazing welcome team front desk especially ms dinithi mr janith took care us well lovely property amazing welcome team front desk especially ms dinithi mr janith took care us well managers kind sweet made us entered house food good request give water free charge water bottles house guests make free matter much water otherwise 5 star rating shall give thank,5,1
1015981120,27363339,Sofia Colombo City Hotel,Colombo,room cleaning superb really appreciate staff especially housekeeping staff madushan best staff thank,5,1
1015663302,27363339,Sofia Colombo City Hotel,Colombo,top hotel nice hotel great service good breakfast nice dining facilities also cleaning man dilip kind good cleaner hotel near city centre sea also shopping malls neighbourhood surely reccomanded hotel stay 2 3 nights colombo,5,1
1015324099,27363339,Sofia Colombo City Hotel,Colombo,many thanks hotel staff service provided amazing hotel heart colombo beautiful setting delicious food great staff staff incredibly humble friendly helpful lovely young lady nathali welcomed us 10th floor truly admirable gave us warm welcome spoke us like friend gave us clear information hotel even offered us welcome drink buffet prepared,5,1
1015229318,27363339,Sofia Colombo City Hotel,Colombo,excellent stay every thing good thank much support god bless staff incredibly helpful kind especially front office dinithi really good kind rooftop pool highlight hotel food delicious great room clean comfortable comprised amenities,5,1
1015195635,27363339,Sofia Colombo City Hotel,Colombo,excellent housekeeping service sanjay recently stayed sofia hotel colombo wonderful experience id especially like appreciate sanjay housekeeping team extremely professional attentive always warm smile face room always spotless wellstocked neatly arranged thanks efforts sanjays dedication guest comfort truly stood added personal touch stay thank excellent service,5,1
1015029446,27363339,Sofia Colombo City Hotel,Colombo,day sofia city hotel colombo delicious meal sofia colombo staff exceptionally kind helpful special thank ms nathani assisted us restaurant reservations warmly welcomed us personally guided us restaurant great listener wellinformed professional shared valuable information us thank team,5,1
1014340627,27363339,Sofia Colombo City Hotel,Colombo,excellent excellent service delicious lunch buffet thanks chef aruni chef muthu mr sadun friendly service budget friendly,5,1
1014340257,27363339,Sofia Colombo City Hotel,Colombo,excellent thank chef aruni muthu unexpected delicious cake enjoyed lot thank much sir sandun arranging,5,1
1014212137,27363339,Sofia Colombo City Hotel,Colombo,amazing country beautiful lovely staff helpful comfortable rooms lovely view colombo enjoyed bar area service hotel staff,5,1
1013835704,27363339,Sofia Colombo City Hotel,Colombo,great ocean view amazing hotel outstanding staff really enjoyed time sofia colombo every single staff member friendly helpful made feel right home couldnt asked better experience special shoutout kivindi chethiya helping plan rest trip kalpana amazing service great team room spotless comfy mention lovely ocean view rooftop stunning see entire city pool clean relaxing location spoton highly recommend,5,1
1013684906,27363339,Sofia Colombo City Hotel,Colombo,great stay sofia colombo city hotel great hotel amazing view rooftop pool nice view breakfast great loved staff amazing especially sadhees bell desk dinithi reception rooms comfortable clean food delicious breakfast included indian food well,5,1
1013224767,27363339,Sofia Colombo City Hotel,Colombo,55 rating excellent room service sanjaya friendly staff better service nice view really enjoyed best experience,5,1
1011730262,27363339,Sofia Colombo City Hotel,Colombo,wonderful stay beautiful new hotel nice location incredibly helpful kind staff rooms great shalika always smile helpful needs room ended extending stay day really enjoyed hotel also located short walk oceanfront really enjoyed,5,1
1011572544,27363339,Sofia Colombo City Hotel,Colombo,great hotel fantastic stuff fine breakfast nice sophisticated hotel breakfast amazing offers wide range pancakes fresh waffles curry fresh scrambled eggs stuff especially kampala friendly helpful room clean well equipped safe iron hair dryer overall highly recommend place arrival colombo,5,1
970391682,28287074,Marine Suites,Colombo,beautiful property amazing staff great location well suited families kids beautiful property amazing staff everyone went beyond assist whatever need rooms immaculate spotless rooms spacious well equipped bedding really comfortable every amenities rooms really good stayed one bedroom unit hotel well suited families travelling big numbers many kids 2 3 bedroom units available location superb banks restaurants bars supermarkets everything within 2 mins walking distance must give big appreciation mr raju looked really well also kudos staff polite courteous extremely professional service theres nothing complain property really enjoyed stay property going home everytime visit sri lanka thank staff property making stay really comfortable enjoyable one,5,1
970578546,21051929,Kreation Hotels,Colombo,value money great location around 100m galle road away busy road noises limited parking available rooms neat clean spacious air conditioned electric kettle towels amenities provided hotel less crowded disturbances bathroom shower hot water staff helpful meals available walk adjacent decent places order via uberpickme theres elevator two staircases overall value money,5,1
1016429133,14106301,Marino Beach Colombo,Colombo,great hospitality happy enjoyable stay marino beach hotel everything perfect warm welcome comfortable room beautiful surroundings made feel completely relaxed truly enjoyed every moment would love come back,5,1
1016161961,14106301,Marino Beach Colombo,Colombo,amazing place stay amazing place stunning views exceptional buffet breakfast friendly attentive courteous staff clean spacious room balcony beach view infinity pool 10th floor stunning view coastline loved everything hotel hospitality highly recommended,5,1
1015461350,14106301,Marino Beach Colombo,Colombo,excellent stay food staff 5 service hotel true gem colombo 3 created solely cater every need staff devoted making stay exceptional began pleasant airport transfer included long stay convenient midstay break property offers buffetstyle breakfast dinner thoughtfully designed delight taste buds room spotlessly clean fresh linens towels replaced regularly 10th floor youll discover gorgeous rooftop garden infinity pool fully equipped gym massage palaur panoramic views beach preferred hotel colombo ending review must thank dilshan ravishka sahan dananjaya front desk calming nurves intial contact till last day transport desk finally young ladies owned medical issues helped way belive vishvy galle lady ratnapura two gems hotelalways help,5,1
1015072398,14106301,Marino Beach Colombo,Colombo,great food always delicious dinner shiwu chinese restaurant service good staff also perfectly trained good would like recommend restaurant everyone great service nawod,5,1
1015057149,14106301,Marino Beach Colombo,Colombo,excellent service provided friendly hospitality friendly staff excellent service provided friendly hospitality delicious food drinks available really excellent,5,1
1014864130,14106301,Marino Beach Colombo,Colombo,visited marino beach hotel one nightthe hotel made great impression room offer beautiful views comfortable roomfantastic resturants delightful pastry shop site staff extremely friendly recommend hotel,5,1
1014856819,14106301,Marino Beach Colombo,Colombo,friendy staff superb hotel superb hotel beautiful place great facilities pool pub rooms excellent food delicious staff friendly welcoming highly recommended,5,1
1014848711,14106301,Marino Beach Colombo,Colombo,holiday family excellent hotel greatest customer service facilities luxury brilliant food family enjoyed every movement marino beach hotel thank recommend guest come get experience marino beach hotel,5,1
1014684715,14106301,Marino Beach Colombo,Colombo,good experience stay truly memorable thanks exceptional service received staff incredibly friendly always ready help especially imasha went beyond ensure experience nothing short amazing every request made met promptly smile rooms spacious clean wellmaintained amenities replenished quickly efficiently couldnt asked better stay,5,1
1014199555,14106301,Marino Beach Colombo,Colombo,pleasant dinning experience good service friendly helpful staff good food worth price clean pleasant environment enjoyed visits,5,1
1014180025,14106301,Marino Beach Colombo,Colombo,beautiful place good hotel every thing staff supporting gives good services mrs imasha attending good support us,5,1
1014169911,14106301,Marino Beach Colombo,Colombo,family comfort best marino beach experienpce family wonderful stay marino beach hotel stunning lobby smooth checkin everything luxurious helpful friendly staff room spacious clean loved rooftop infinity poolperfect watching sunset garden kid mostly loved childrens pool dinner breakfast buffets great variety tasted amazing highly recommended families visiting colombo,5,1
1013974329,14106301,Marino Beach Colombo,Colombo,pleasant stay marino beach hotel 3 days pleasant stay hotel enjoyed srilankan hospitality hotels breakfast brilliant mix srilankan favourites hoppers string hoppers pol roti pittu together nice continental breakfast customer service officer like vishvi went ways look needs hotel provided upgrade stay premier room partial beach view overall wonderful stay marino beach hotel,5,1
1013718860,14106301,Marino Beach Colombo,Colombo,best exp food great enjoyeeld every dish top view superb,5,1
1013718123,14106301,Marino Beach Colombo,Colombo,damro marino beach hotel excellent service great variety food absolutely worth every penny spend staff attentive requests ambience great diners,5,1
1013689280,14106301,Marino Beach Colombo,Colombo,perfect getaway exceptional service comfort absolutely wonderful experience stay hotel moment arrived staff warm welcoming attentive every detail room spotless spacious elegantly decorated comfortable bed stunning view food restaurant delicious especially breakfast buffet wide variety options hotel amenities like pool spa wellmaintained perfect relaxing would definitely recommend hotel anyone looking peaceful luxurious getaway,5,1
1013616728,14106301,Marino Beach Colombo,Colombo,beautiful room excellent service pool amazing views different bars restaurants drink e stayed first time hotel colombo last weeki satisfied staff friendly respectable hotel also clean beautiful specially mention dinner snd breakfastthere many different dishes choose us also pool pool view attractivenext time wish visit hotel sigiriya,5,1
1013575262,14106301,Marino Beach Colombo,Colombo,lovely experience great customer service loved food definitely place eat fam friends whenever youre area,5,1
1013555395,14106301,Marino Beach Colombo,Colombo,excellent place visit excellent customer service delicious food rooftop swimming pool great cant wait come back next yearthankyou much,5,1
1013406223,14106301,Marino Beach Colombo,Colombo,nice hotel stayed hotel colombo first time end may positively surprised staff friendly respectful warmly welcomed vishvi works gro helpful hotel also clean beautiful highlight breakfast many different dishes choose round trip sri lanka stayed return flight highly recommended,5,1
1013389723,14106301,Marino Beach Colombo,Colombo,marino beach hotel colombo beautiful room excellent staff always helpful friendly top deck pool amazing views plenty different bars restaurants drink eat also mall adjoining access via lift lobby area,5,1
1013326414,14106301,Marino Beach Colombo,Colombo,great stay marino beach hotel wonderful stay marino beach hotel location perfect right beach close restaurants shopping colombo room comfortable clean wellequipped everything needed rooftop pool offers stunning views city ocean great spot relax watch sunset food delicious good variety breakfast service hotel staff friendly helpful overall lovely hotel relaxation sightseeing highly recommended youre staying colombo,5,1
1013130120,14106301,Marino Beach Colombo,Colombo,good good hotel large good rooms quiet inside good internet good breakfast good service altogether recommended,5,1
1012942929,14106301,Marino Beach Colombo,Colombo,tides restaurant lunch buffet food excellent quite busy saturdays service great reasonably priced would highly recommend,5,1
1012736387,14106301,Marino Beach Colombo,Colombo,highly recommended marino beach hotel special terms hospitality rooms luxurious amenities opportunity enjoy variety delicious food drinks swimming pool top floor adds experience vacation spent marino beach created wonderful memories family,5,1
577349262,11899031,De Colombo Boutique Hotel,Colombo,good place tobstay one best cheep place stay colombo serve nice free breakfast go back colombo stay wan na place stay book feel like home staff management help things thanks guys,5,1
568472844,11899031,De Colombo Boutique Hotel,Colombo,filthy towers probably worst hotel ive stayed hotel staff showed us room said deluxe maybe bed bugs filthy avoid costs lots activity early hours morning think used knocking shop,1,-1
568472643,11899031,De Colombo Boutique Hotel,Colombo,stay peril total disappointing start holiday sri lanka arrival even though 6 rooms prebooked hotel staff denied knowledge booking really gone elsewhere room given dreadful bugs bed mould walls reception bedrooms unsafe electrics reading previous reviews seems hotel may changed management place lacks positives checked tried overcharge us rude please stay ere safe side find somewhere else otherwise intro sri lanka marred,1,-1
567396419,11899031,De Colombo Boutique Hotel,Colombo,named ocean breeze hotel decent price clean room bed shower veey friendly helpful kind staff im solo woman felt safe despite slow season simple basic staff upgraged simple small window room ocean view asked allowed late checkout time needed called airport driver confirmed pick would suggest skipping breakfast alot places eat short walk away thing sort side alley street wouldnt walk night pay tuktuk walk around long way street poorly lit ran difficult men 100m walk main road hotel fine reasonable price process changing name trip advisor called ocean breeze,4,1
566095051,11899031,De Colombo Boutique Hotel,Colombo,budget hotel facing beach hotel seen better days sure talking positives first staff amazing given limited resources try best give comfort possible three four people double waiter receptionist housekeeping smile faces secondly location beautiful two minutes walk galle roador 10 seconds walk beach talking downsides hotel improve lot areas first would trying get rid typical smell suppose carpets something secondly dont backup case solar heater fails cloudy rainy day hot water rest price know cant demand much u looking budget hotel go,3,1
565729487,11899031,De Colombo Boutique Hotel,Colombo,absolutely disgusting stay bug infested overpriced hell hole absolutely disgusting reception staff rude ignorant bathroom mess mound mildew showers high pressured tepid temperature unsafe due rickety tiles sloppy floor guest house left unsavoury taste mouth terrible start hope lovely trip avoid costs,1,-1
546382549,11899031,De Colombo Boutique Hotel,Colombo,could much better first impressions werent great located somewhat dark lonely lane escorted room appeared finishing work hadnt quite completed basically polished concrete floor corridor rooms tile work bathrooms also looked like completed handyman rather skilled tradesman hot water solar powered hot late afternoon early evening although major issue cooler shower much refreshing hot day positive side room spacious good tv wifi reception staff friendly helpful advice general location good close shops eating places galle rd tourism scene builds colombo places need lift standards remain competitive,3,1
544398386,11899031,De Colombo Boutique Hotel,Colombo,decent safe hotel stayed 4 nights 23 minutes big main road shops restaurants ect hotel quite decent price pay safety deposit box room okay nice showertoilet youre looking pubs ask tuk tuk driver take dutch hospital area behind hilton hotel wil find 910 pubs restaurant alcohol sale watch jewellery scams dont buy unelss youre expert,3,1
532517497,11899031,De Colombo Boutique Hotel,Colombo,best hotel colombo amazed read reviews people talk bad place searched colombo stayed places believe place compared hotel best value money best staff clean tidy rooms wifi room get much higher price anyother hotel cant see anyother better hotel colombo one visiting sirilanka guarantee best place stay best location price excellent rooms come stay hotel,5,1
521319285,11899031,De Colombo Boutique Hotel,Colombo,avoid good location tourist places scruffy lane appearance also scruffy doesnt claims maid service tour desk lobby shop kettle room arrived lot rubbish floor lift rubbish 4 days later windows glass doors dirty bathroom toilet fixed floor rocked used shower door didnt stay closed unless held one hand showering bathroom dirty stayed dozen places sri lanka breakfast poorest comfortable bed staff helpful,1,-1
520131028,11899031,De Colombo Boutique Hotel,Colombo,nice stay valmik good stay good service get tuk tuk around city lot fun friendly staffs reception staffs friendly help full helped lot good breakfast enough morning time,5,1
519720214,11899031,De Colombo Boutique Hotel,Colombo,oh dear sad never mind wasnt expecting 5 star place certainly expecting better got first impressions courtyard indicative rest hotel needs serious update esp tourism sri lanka travellers looking value money pros location quite good wifi worked friendly staff beach across railway track beach water laps rockrubble wall unsafe swimming cons basic everything breakfast poor aircon permanently stuck 24c fan stuck high bathroom hence room smelt mould ceiling would microbiologists delight floors halls lifts rooms dirty bathroom electricals unsafe sadly cant recommend place,2,-1
511171390,11899031,De Colombo Boutique Hotel,Colombo,oh late change drove empty desolate dirty car park 230am delayed flight realised front entrance knew trouble nothing improved hot water morning least breakfast minimal curtains working staff friendly helpful get pay 2 nights enough,1,-1
511169862,11899031,De Colombo Boutique Hotel,Colombo,knew 5 star hotel hotel nothing recommend unpleasant appearance side street poor maintenance room sure meant hot water neither friends us even stool room power points safely installed bathroom basic breakfast nothing recommend overall feeling one owner done everything cheap certainly recommending friends stay,1,1
502738705,11899031,De Colombo Boutique Hotel,Colombo,stayed 1 night hotel good location accessing main parts colombo get tuk tuk around city lot fun overall found hotel basic generally hygiene standards would like expect hotel think needs revamp bit attention,2,1
499110932,11899031,De Colombo Boutique Hotel,Colombo,great local option far city centre great local place youre arriving colombo need rest head bit conveniently near beach though dont get hopes beach swimming looking good value options hard come colombo prepared shell extra money something certainly could get far inexpensively elsewhere said bad value staff friendly,4,1
481219499,11899031,De Colombo Boutique Hotel,Colombo,good location great price chose place price discovered actually great location well short walk restaurants shopping nearby interesting walk embassy district get museum half hour maybe staff exceptionally helpful beds super comfortable criticism finishing internal fittings bit rough,4,1
477361707,11899031,De Colombo Boutique Hotel,Colombo,good placr stay colombo stay de colombo boutique 2 nights great first reception guy dilshan nice helpfull helped us find good restaurant erea ask chackout little bit later gave us 3 hours room left helped us find good driver took us weligama good price beside staff kindness room great clean easy find colombo ac good wifi great also room ill come back colombo ill defently stay de colombo boutique,5,1
467437471,11899031,De Colombo Boutique Hotel,Colombo,first hotel reasonably priced looked ok agoda prices jump 20100 night went looked ok nice clean staff great really helpful sort taxis stuff rooms clean theres much way amenities room ac tv ensuite,4,1
466666573,11899031,De Colombo Boutique Hotel,Colombo,comfy room good location rough around edges room comfortable bed great air con blessing staff friendly hotel side lane buzzing galle road 10 minute tuktuk ride centre colombo hotel seemed new modern outside rooms newly installed room bathroom bit unfinished feel bit damp smell hopefully due recent completion hotel everything else great would recommend budget stay colombo,4,1
465703138,11899031,De Colombo Boutique Hotel,Colombo,nice new place great location spent one night heading arugum bay arriving late easy check nothing much trouble staffmodern clean room sea view small window owner helpful anything want help askrecommended,5,1
464374987,11899031,De Colombo Boutique Hotel,Colombo,room smelt last night sri lanka driver recommended place first glance nice however soon realised damp smell masked air freshener balls scattered throughout room bathroom wasnt clean also smelt one night wouldnt recommend staying unfortunately staff friendly however didnt make unpleasant room,2,1
457745166,11899031,De Colombo Boutique Hotel,Colombo,doubt recommendation new hotel opens 2 months coastal rail front side 1 minute walk easy enjoy wonderful sunset 180 degree shops restaurants nearby hotel also provide dining services room clean simple decoration sufficient travelers staff extremely helpful passionate best customers whenever customers asked staff provide useful transportation information minimize problems customers taking tuktuk taxi colombo,5,1
456307400,11899031,De Colombo Boutique Hotel,Colombo,great spot super friendly clean room great location right next good shopping eaterys paradise road barefoot owners lovely excellent value money highly recommend staying colombo days,5,1
455589946,11899031,De Colombo Boutique Hotel,Colombo,great service friendly good english speaking ownerloved 3 weeks kitesurfing kalpitiya decided go colombo least one night booking via expedia quick easy arrival early 34 problem pretty quickly got room perfectly clean felt like beeing home soon location ist near city center morning got breakfast right time additional cost 35 appr 500 lkri definitely recommend try friendly owner got good english speaking tuktuk driver day show city highlights within 5 hours stay price appr 1300 lkr meter taxi 89 best way go see city wasnt overcharged time although booked one night also allowed leave baggage room whole time even fresh sightseeing tour awsome end taxi driver organized trip airport even though already 20 minutes away hotel realized forgot wallet owner organized tuktuk driver bring wallet taxi already road recommendation couldnt bigger litle decolombo boutigue hotel thumbs say much love germany,5,1
1006702529,8762900,Ocean Edge Suites & Hotel,Colombo,ruin holiday ocean edge suites hotel nightmare torture absolutely dirty smelly carpets unclean insects lizard room stayed dont recommend hotel anyone breakfast buffet decent passable rooms definitely worth money pay,1,-1
990154867,8762900,Ocean Edge Suites & Hotel,Colombo,good evening sir hi general manager front manager staying 7 night hotel room okay restaurant staff good important fly bug much dont cover hotels breakfast difficult eat cant say havent able eat seven days eat outside eat hotel even butt choice eat little bit bread please change menu please improve breakfast please change new menu thank,1,1
954827793,8762900,Ocean Edge Suites & Hotel,Colombo,sea view roomsvery good cooperative staff neat clean excellent hotel particularly north indians eating veg food good neat clean room warm staff room upgraded premium category facilities including induction big refrigeratoralso senior staff members indians communication problem,5,1
954079183,8762900,Ocean Edge Suites & Hotel,Colombo,great experience luxurious spacious hotel front desk excellent job welcome rooms spacious excellent view ocean close proximity leading shopping malls overall fantastic stay sure visit,5,1
940148401,8762900,Ocean Edge Suites & Hotel,Colombo,great visit sri lanka good experience hospitality nature beautiful herepeople cooperative every one month wickets sri lanka come closer nature beautiful nature beautiful hills ramayana places good great experience,4,1
935910988,8762900,Ocean Edge Suites & Hotel,Colombo,ocean hell receptionist sleep arrival corridors rubble floor windows dirty get room theres dust muck air con tv remotes carpets filthy bathroom mould mirrors windows filthy toilet stains seat breakfast currys etc bread toaster didnt work way four star,1,-1
928358221,8762900,Ocean Edge Suites & Hotel,Colombo,never ever ocean edge far worst hotel planet unhygienic hotel staff never bother clean bathroom attend requests whole room smells infested fungus walls screens old avoid hotel couples kids elderly please avoid hotel also quarantine hotel hence reopened recent 6 months back plus breakfast also limited fell sick staying hotel,1,-1
926375761,8762900,Ocean Edge Suites & Hotel,Colombo,budget expectations poor customer service budget rate enough space room like apartment type pool clean breakfast poor collection better vegetarians difficult find locations actually inside lane,1,-1
919071863,8762900,Ocean Edge Suites & Hotel,Colombo,front staff best excellent stay friendly staff special front office make stay superb mr harsha mr shashmika help make stay wonderful room good deluxe suite thank lovely hospitality,5,1
901084836,8762900,Ocean Edge Suites & Hotel,Colombo,recommended family bad cleanliness bad location tooits hotel suitable family dark lights bad smell bad experience whole life time finally never check property immediately went different property,1,-1
891769354,8762900,Ocean Edge Suites & Hotel,Colombo,great hotel amazing hotel prakashantonprathibahashelisupunmangala great staff come back soon advice come great hotel delightful service reception restaurant ensure great experience colombo vacation prosavazzi giusse never find great manager like anton reception great full help full wish best,5,1
873048930,8762900,Ocean Edge Suites & Hotel,Colombo,massive rooms definitely one biggest rooms stayed entire life nice location rooms really clean tidy friendly staff specially harsha front office really helpful recommended hotel kandy food great nothing complaint,5,1
866176857,8762900,Ocean Edge Suites & Hotel,Colombo,good comfortable place good place stay comfortable rooms good restaurant reasonably good spread wifi available good views ocean get sea facing rooms helpful staff courteous room dining also available good,4,1
856863021,8762900,Ocean Edge Suites & Hotel,Colombo,amazing staff amazing room liked amazing stay room pretty big spacious 2 clean due terrene beach view even greater lovely view bathroom also good however tub needs bit cleaning didnt nop fill water since night didnt want disturb staff prefer staff overlooked prior visit also special thank shiva humble guy helped us stay think went beyond help us staff helpful thank staff well looking forward visiting place thank ps prefer could inform 2 3 days prior hotel renovations disliked like staff think stay amazing due helpful staff always ready help time day big ups,4,1
